hastag_H	cluster_C_leader	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
สู้ไปด้วยกันนะเปี๊ยก                        177400353            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
ยูเครนรัสเซีย                            1264114113925402624  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ม็อบเกษตรกร                            1264114113925402624  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
บ้านอิ่มสุขxฟลุ้ค                           177400353            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
บนเตียงดารา                            1264114113925402624  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
เจ้าเเก้มก้อน                            177400353            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ขบวนเสด็จ                              1264114113925402624  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Противійни                            45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
yyj                                   18218403             0.82895  0.50000  .60317427894435819919  4     8      29529  48956
YouTube                               2886667320           0.05620  0.03390  .60317427894435819919  4     118    29529  48956
yorch_yongsin                         1264114113925402624  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
YomHaShoah2022                        832019161454817280   0.94737  0.57143  .60317427894435819919  4     7      29529  48956
YomHashoah                            1308267623327518725  0.82895  0.50000  .60317427894435819919  4     8      29529  48956
Yeg                                   1475643712596168706  1.10527  0.66667  .60317427894435819919  4     6      29529  48956
WorldBookDay                          828578052942741505   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
WomensRights                          29188599             0.41447  0.25000  .60317427894435819919  4     16     29529  48956
women                                 29188599             0.01068  0.00644  .60317427894435819919  4     621    29529  48956
wildlifephotography                   17531651             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
WichitaKS                             1060440219097423872  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
WhitePrivilege                        4213849704           1.10527  0.66667  .60317427894435819919  4     6      29529  48956
WeTheNorth                            2530758806           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
WeatherReport                         29447428             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
WearADamnMask                         838381908656603144   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
wawx                                  2530758806           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
WarOnWomen                            29188599             0.66316  0.40000  .60317427894435819919  4     10     29529  48956
WARINUKRAINE                          870244616003403781   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Wagner                                1229752606714728454  0.47368  0.28571  .60317427894435819919  4     14     29529  48956
VotingRightsActNow                    832019161454817280   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
VoteJoshOut                           2574271742           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Vote1Labor                            2886667320           2.21052  1.33333  .60317427894435819919  4     3      29529  48956
volcano                               1373739644           0.33158  0.20000  .60317427894435819919  4     20     29529  48956
vladimirov                            1373739644           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
vereshchagin                          1373739644           1.10527  0.66667  .60317427894435819919  4     6      29529  48956
ventilation                           1475643712596168706  0.08289  0.05000  .60317427894435819919  4     80     29529  48956
vasilyvereshchagin                    1373739644           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
variant                               45379403             0.02550  0.01538  .60317427894435819919  4     260    29529  48956
VaccineSideEffects                    29447428             0.09752  0.05882  .60317427894435819919  4     68     29529  48956
Uyghurs                               578601744            0.55263  0.33333  .60317427894435819919  4     12     29529  48956
UNTRUTH                               4213849704           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
UnitedWithUkraine                     950215424981028864   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
UnionYES                              41186732             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
UnionStrong                           967871677399994368   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
UnblockCuba                           41186732             0.82895  0.50000  .60317427894435819919  4     8      29529  48956
UkrainianRefugees                     1308267623327518725  0.34904  0.21053  .60317427894435819919  4     19     29529  48956
UkraineWillWin                        870244616003403781   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Ukraine️War                            981436419087523840   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ukrainewar                            870244616003403781   0.66316  0.40000  .60317427894435819919  4     10     29529  48956
ucustrike                             77726331             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
UAP                                   388618787            0.66316  0.40000  .60317427894435819919  4     10     29529  48956
TwitterTakeover                       826615125297680384   1.10527  0.66667  .60317427894435819919  4     6      29529  48956
TuleElk                               2530758806           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Tuesday                               29447428             0.05975  0.03604  .60317427894435819919  4     111    29529  48956
Tuckyorose                            829874722510880768   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
TuckerCarlsonRussianRRRRRRet          997262774            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
truthbillboards                       1387010761994682371  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
truth                                 302984766            0.02512  0.01515  .60317427894435819919  4     264    29529  48956
TrumpCult                             1921951394           0.66316  0.40000  .60317427894435819919  4     10     29529  48956
true                                  302984766            0.02896  0.01747  .60317427894435819919  4     229    29529  48956
TrudeauworstPMever                    86010091             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
TriggerPoint                          29447428             1.10527  0.66667  .60317427894435819919  4     6      29529  48956
Treason                               1497976259296563200  0.34904  0.21053  .60317427894435819919  4     19     29529  48956
ToryCriminalsUnfitToGovern            4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Today                                 77726331             0.00837  0.00505  .60317427894435819919  4     792    29529  48956
ThursdayThoughts                      244954523            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
TheWitcher                            870970040878862337   1.10527  0.66667  .60317427894435819919  4     6      29529  48956
theslap                               3222067490           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
TheBatman                             853523328            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
teachers                              45379403             0.03384  0.02041  .60317427894435819919  4     196    29529  48956
TBT                                   938494109844729856   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
TaxTheRich                            244954523            0.94737  0.57143  .60317427894435819919  4     7      29529  48956
TamaraLich                            86010091             0.73684  0.44444  .60317427894435819919  4     9      29529  48956
TakeBackDemocracy                     199452338            0.33158  0.20000  .60317427894435819919  4     20     29529  48956
SUSUUUUUU                             4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
sunrise                               29447428             0.27632  0.16667  .60317427894435819919  4     24     29529  48956
SundayThoughts                        29447428             0.55263  0.33333  .60317427894435819919  4     12     29529  48956
StudentStrike                         77726331             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
StrongerTogether                      17531651             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
strike                                77726331             0.01553  0.00937  .60317427894435819919  4     427    29529  48956
StopWar                               870244616003403781   0.73684  0.44444  .60317427894435819919  4     9      29529  48956
StonehengeTunnel                      2332033299           2.21052  1.33333  .60317427894435819919  4     3      29529  48956
StephenColbert                        940778288871542786   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
startrek                              244954523            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Starlink                              870244616003403781   0.82895  0.50000  .60317427894435819919  4     8      29529  48956
standwithukraine                      348764745            0.82895  0.50000  .60317427894435819919  4     8      29529  48956
StandAgainstFascism                   1028022611324747776  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
SriLankaCrisis                        45379403             0.82895  0.50000  .60317427894435819919  4     8      29529  48956
SpotCovid                             29188599             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Space                                 1477609642184396806  0.11635  0.07018  .60317427894435819919  4     57     29529  48956
Soviet                                870244616003403781   0.11635  0.07018  .60317427894435819919  4     57     29529  48956
Socialism                             45379403             0.16579  0.10000  .60317427894435819919  4     40     29529  48956
ShutElbitDown                         1387010761994682371  0.73684  0.44444  .60317427894435819919  4     9      29529  48956
Shoigu                                870244616003403781   0.73684  0.44444  .60317427894435819919  4     9      29529  48956
SECU                                  86010091             0.82895  0.50000  .60317427894435819919  4     8      29529  48956
Seahawks                              614600545            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ScottyTheSOOOOOObag                   3453306553           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
ScottyMustGo                          1031000589054828544  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ScottMorrison                         2574271742           0.04876  0.02941  .60317427894435819919  4     136    29529  48956
Scholz                                578601744            0.34904  0.21053  .60317427894435819919  4     19     29529  48956
s                                     45379403             0.00010  0.00006  .60317427894435819919  4     62578  29529  48956
RussiaWarCrimes                       1476778228236931073  1.32632  0.80000  .60317427894435819919  4     5      29529  48956
RussianSoldiers                       950215424981028864   0.94737  0.57143  .60317427894435819919  4     7      29529  48956
RussianRRRRRRet                       302984766            0.14417  0.08696  .60317427894435819919  4     46     29529  48956
RuleOfLaw                             195578878            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
RoeVWade                              426361581            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
ripcity                               2530758806           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
ResistInfection                       1475643712596168706  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
research                              139109800            0.03384  0.02041  .60317427894435819919  4     196    29529  48956
Rerunโมเม้นโอห์มฟลุ้ค                     177400353            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
RAINSlist                             1387010761994682371  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
RachelMaddow                          826615125297680384   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Quebec                                302984766            0.11053  0.06667  .60317427894435819919  4     60     29529  48956
QuarantineWeek                        981436419087523840   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
PutLNPLast                            3453306553           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
PutinsToryPuppets                     631283641            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
PS5Share                              870970040878862337   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
PS4                                   870970040878862337   0.82895  0.50000  .60317427894435819919  4     8      29529  48956
POTS                                  139109800            1.10527  0.66667  .60317427894435819919  4     6      29529  48956
politicalCrisisInPakistan             45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
PM                                    711608180535640064   0.00595  0.00359  .60317427894435819919  4     1114   29529  48956
PLYMOUTH                              4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
pledges                               1060440219097423872  0.73684  0.44444  .60317427894435819919  4     9      29529  48956
plastic                               2530758806           0.22105  0.13333  .60317427894435819919  4     30     29529  48956
Peston                                631283641            0.41447  0.25000  .60317427894435819919  4     16     29529  48956
pension                               77726331             0.03878  0.02339  .60317427894435819919  4     171    29529  48956
PBOC                                  3231054096           1.10527  0.66667  .60317427894435819919  4     6      29529  48956
PaoGelCapsxOhmFluke                   177400353            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ottnews                               302984766            0.82895  0.50000  .60317427894435819919  4     8      29529  48956
OttawaStrong                          832019161454817280   1.10527  0.66667  .60317427894435819919  4     6      29529  48956
ottawa                                302984766            0.06565  0.03960  .60317427894435819919  4     101    29529  48956
oscars                                870970040878862337   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Onpoli                                302984766            0.94737  0.57143  .60317427894435819919  4     7      29529  48956
Omicronvoy                            832019161454817280   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Oligarch                              1028022611324747776  0.22105  0.13333  .60317427894435819919  4     30     29529  48956
OhmFlukexWeTV                         177400353            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
OathKeepers                           1155192156           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Oakland                               45379403             0.51012  0.30769  .60317427894435819919  4     13     29529  48956
NYU                                   45379403             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
NYE                                   29447428             0.73684  0.44444  .60317427894435819919  4     9      29529  48956
NurseTwitter                          981436419087523840   0.94737  0.57143  .60317427894435819919  4     7      29529  48956
NSW                                   2886667320           0.06632  0.04000  .60317427894435819919  4     100    29529  48956
nowarinukraine                        45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
NOWAR                                 45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
NotMyPM                               711608180535640064   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
NORFOLK                               4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
NoDebate                              29188599             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
nickel                                3231054096           0.94737  0.57143  .60317427894435819919  4     7      29529  48956
NewVideo                              950215424981028864   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Newsinfinity                          177400353            0.66316  0.40000  .60317427894435819919  4     10     29529  48956
NewsCorpse                            3453306553           0.51012  0.30769  .60317427894435819919  4     13     29529  48956
News6                                 997262774            1.10527  0.66667  .60317427894435819919  4     6      29529  48956
Nazi                                  41186732             0.02455  0.01481  .60317427894435819919  4     270    29529  48956
NazaninZaghariRatcliffe               4757894056           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
NASA                                  1477609642184396806  0.14110  0.08511  .60317427894435819919  4     47     29529  48956
Namegate                              1387010761994682371  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Nadal                                 302984766            0.22867  0.13793  .60317427894435819919  4     29     29529  48956
MyBigFatGreekWedding                  308045021            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Myanmar                               578601744            0.17451  0.10526  .60317427894435819919  4     38     29529  48956
MiddleEast                            1308267623327518725  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Mets                                  41653384             0.66316  0.40000  .60317427894435819919  4     10     29529  48956
MeterReadingDay                       29447428             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
MentalHealth                          302984766            0.34904  0.21053  .60317427894435819919  4     19     29529  48956
Medtwitter                            77726331             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
medtwitter                            981436419087523840   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Media                                 302984766            0.03644  0.02198  .60317427894435819919  4     182    29529  48956
MaskMandates                          302984766            0.30144  0.18182  .60317427894435819919  4     22     29529  48956
maskingforafriend                     832019161454817280   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
MarkSpencer                           4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
mangacoloring                         870970040878862337   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Manchester                            77726331             0.17003  0.10256  .60317427894435819919  4     39     29529  48956
Love                                  177400353            0.01356  0.00818  .60317427894435819919  4     489    29529  48956
LongLiveUkraine                       950215424981028864   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
longhauler                            139109800            0.47368  0.28571  .60317427894435819919  4     14     29529  48956
LNPMRRRRRRiveFail                     2574271742           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
LIVERPOOL                             4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Liverpool                             45379403             0.39009  0.23529  .60317427894435819919  4     17     29529  48956
LincolnHeights                        977710998            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
LiarJohnson                           631283641            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
LetTheScientistBeHeard                1264114113925402624  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
LesbianVisibilityWeek                 29188599             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
LePen                                 302984766            0.60288  0.36364  .60317427894435819919  4     11     29529  48956
leadersdebate                         1496792408792903684  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
KriegInEuropa                         45379403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
KooyongVotes                          1031000589054828544  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
KJV                                   1387010761994682371  0.94737  0.57143  .60317427894435819919  4     7      29529  48956
KimPotter                             614600545            0.94737  0.57143  .60317427894435819919  4     7      29529  48956
KidVicious                            1263391922657337345  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
KanyeWest                             614600545            0.82895  0.50000  .60317427894435819919  4     8      29529  48956
JusticeForJohhnyDepp                  4213849704           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JudgeSteveHarvey                      614600545            0.60288  0.36364  .60317427894435819919  4     11     29529  48956
JoyTrain                              302984766            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Joy                                   1028022611324747776  0.04306  0.02597  .60317427894435819919  4     154    29529  48956
JoinTheLegion                         4842395709           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOutNow                         711608180535640064   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut71                          631283641            3.31579  2.00000  .60317427894435819919  4     2      29529  48956
JohnsonOut53                          631283641            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut42                          711608180535640064   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut27                          527445533            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut25                          711608180535640064   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut18                          711608180535640064   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut14                          631283641            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
JohnsonOut10                          631283641            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
johnsonout                            527445533            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Jan6th                                838381908656603144   0.34904  0.21053  .60317427894435819919  4     19     29529  48956
JamesMcAvoy                           29447428             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
itvnews                               29447428             0.60288  0.36364  .60317427894435819919  4     11     29529  48956
Italian                               41186732             0.22867  0.13793  .60317427894435819919  4     29     29529  48956
Istanbul                              614600545            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
insurrection                          832019161454817280   0.06632  0.04000  .60317427894435819919  4     100    29529  48956
inspiration                           578601744            0.30144  0.18182  .60317427894435819919  4     22     29529  48956
ImranKhan                             1387010761994682371  0.60288  0.36364  .60317427894435819919  4     11     29529  48956
ImolaGP                               195578878            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ImmunizeUnder5s                       1276065476041465863  0.73684  0.44444  .60317427894435819919  4     9      29529  48956
ilyarepin                             1373739644           0.94737  0.57143  .60317427894435819919  4     7      29529  48956
ILoveLA                               29447428             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
IconsofReggae                         2530758806           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
HumanRights                           578601744            0.05668  0.03419  .60317427894435819919  4     117    29529  48956
HumanityFirst                         870244616003403781   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
humanitarian                          578601744            0.06768  0.04082  .60317427894435819919  4     98     29529  48956
Houston                               1353306974939738113  0.22867  0.13793  .60317427894435819919  4     29     29529  48956
HonkHonk                              86010091             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
HongKong                              578601744            0.73684  0.44444  .60317427894435819919  4     9      29529  48956
HolocaustRemembrance                  1308267623327518725  0.18421  0.11111  .60317427894435819919  4     36     29529  48956
Hitler                                578601744            0.01461  0.00881  .60317427894435819919  4     454    29529  48956
history                               41186732             0.02218  0.01338  .60317427894435819919  4     299    29529  48956
HighwayCode                           29447428             0.82895  0.50000  .60317427894435819919  4     8      29529  48956
hepaMMMMMMis                          1028022611324747776  0.39009  0.23529  .60317427894435819919  4     17     29529  48956
HelpUkraine                           826615125297680384   1.32632  0.80000  .60317427894435819919  4     5      29529  48956
healthcare                            302984766            0.02522  0.01521  .60317427894435819919  4     263    29529  48956
Harvard                               45379403             0.26526  0.16000  .60317427894435819919  4     25     29529  48956
HAREFIELD                             4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Hague                                 870244616003403781   0.25507  0.15385  .60317427894435819919  4     26     29529  48956
HACKaTHAILANDxLoveAt9                 177400353            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
GuideDogsVictoria                     2574271742           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
GovRonDeSantis                        1308267623327518725  0.14737  0.08889  .60317427894435819919  4     45     29529  48956
GovDeSantis                           59028892             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
GOPtheRussianPartyofTraitors          936620120255934466   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
GOPTaxScam                            950215424981028864   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Google                                870244616003403781   0.14110  0.08511  .60317427894435819919  4     47     29529  48956
GoFundMe                              86010091             0.34904  0.21053  .60317427894435819919  4     19     29529  48956
GLASGOW                               4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ghostofkyiv                           1921951394           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
GenocideOfUkrainians                  870244616003403781   0.82895  0.50000  .60317427894435819919  4     8      29529  48956
gasen                                 950215424981028864   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
GA                                    1387010761994682371  0.01481  0.00893  .60317427894435819919  4     448    29529  48956
Fukushima                             977710998            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
FreeThemAll                           41186732             1.32632  0.80000  .60317427894435819919  4     5      29529  48956
FreeTamaraLich                        86010091             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
FreeNazanin                           527445533            0.82895  0.50000  .60317427894435819919  4     8      29529  48956
FreeFireForever                       177400353            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
freedumbConvoy2022                    4213849704           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
FreedomConvoyCanada                   86010091             0.31580  0.19048  .60317427894435819919  4     21     29529  48956
freedomconvoy                         804582780298412032   0.47368  0.28571  .60317427894435819919  4     14     29529  48956
FredVanVleet                          2530758806           0.60288  0.36364  .60317427894435819919  4     11     29529  48956
fourfights                            77726331             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ForThePeople                          302984766            0.19505  0.11765  .60317427894435819919  4     34     29529  48956
FormerGuy                             4213849704           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
FluTrucksClan                         832019161454817280   0.66316  0.40000  .60317427894435819919  4     10     29529  48956
flu                                   177400353            0.01393  0.00840  .60317427894435819919  4     476    29529  48956
Floods2022                            2574271742           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
FilmTwitter                           48074704             0.66316  0.40000  .60317427894435819919  4     10     29529  48956
Fiction                               1387010761994682371  0.82895  0.50000  .60317427894435819919  4     8      29529  48956
FecklessLumpScotty                    3453306553           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Fascism                               804582780298412032   0.31580  0.19048  .60317427894435819919  4     21     29529  48956
Family                                29447428             0.04422  0.02667  .60317427894435819919  4     150    29529  48956
fakenews                              804582780298412032   0.73684  0.44444  .60317427894435819919  4     9      29529  48956
EuropeanUnion                         1308267623327518725  1.32632  0.80000  .60317427894435819919  4     5      29529  48956
European                              711608180535640064   0.03901  0.02353  .60317427894435819919  4     170    29529  48956
EUCO                                  77726331             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ETTD                                  997262774            0.82895  0.50000  .60317427894435819919  4     8      29529  48956
ESA                                   578601744            0.44211  0.26667  .60317427894435819919  4     15     29529  48956
EqualityAct                           1353306974939738113  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Epstein                               853523328            0.44211  0.26667  .60317427894435819919  4     15     29529  48956
EnglishRiviera                        29447428             1.10527  0.66667  .60317427894435819919  4     6      29529  48956
englishbay                            18218403             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
EndMMMMMMle42                         2530758806           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
embarrRRRRRRing                       302984766            0.26526  0.16000  .60317427894435819919  4     25     29529  48956
elephants                             2530758806           0.94737  0.57143  .60317427894435819919  4     7      29529  48956
Ecuador                               2530758806           0.82895  0.50000  .60317427894435819919  4     8      29529  48956
Drake                                 1471037967926018051  0.51012  0.30769  .60317427894435819919  4     13     29529  48956
DougFord                              302984766            0.06438  0.03883  .60317427894435819919  4     103    29529  48956
DoneWithCovid                         1475643712596168706  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
DonaldTrump                           950215424981028864   0.73684  0.44444  .60317427894435819919  4     9      29529  48956
dogtwitter                            42091962             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
dogsofukraine                         940778288871542786   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
dog                                   1060440219097423872  0.01797  0.01084  .60317427894435819919  4     369    29529  48956
doctors                               302984766            0.06837  0.04124  .60317427894435819919  4     97     29529  48956
DocAfterDark                          139109800            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Dispatches                            2332033299           1.32632  0.80000  .60317427894435819919  4     5      29529  48956
Demonarchy                            1387010761994682371  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
democracy                             302984766            0.02394  0.01444  .60317427894435819919  4     277    29529  48956
democide                              1387010761994682371  1.10527  0.66667  .60317427894435819919  4     6      29529  48956
DeleteFacebook                        1060440219097423872  0.73684  0.44444  .60317427894435819919  4     9      29529  48956
Dead                                  302984766            0.10697  0.06452  .60317427894435819919  4     62     29529  48956
Damascus                              41186732             0.66316  0.40000  .60317427894435819919  4     10     29529  48956
CzechRepublic                         870244616003403781   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
csharp                                39508140             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
crypto                                1387010761994682371  0.17451  0.10526  .60317427894435819919  4     38     29529  48956
crss                                  1387010761994682371  0.44211  0.26667  .60317427894435819919  4     15     29529  48956
Crown                                 1387010761994682371  0.20095  0.12121  .60317427894435819919  4     33     29529  48956
CrimesAgainstHumanity                 804582780298412032   0.44211  0.26667  .60317427894435819919  4     15     29529  48956
CPAC                                  832019161454817280   0.41447  0.25000  .60317427894435819919  4     16     29529  48956
CovidVigil                            4757894056           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
covidisairborne                       118166719            0.73684  0.44444  .60317427894435819919  4     9      29529  48956
COVIDIOTS                             302984766            0.94737  0.57143  .60317427894435819919  4     7      29529  48956
covid19ontario                        302984766            1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Covid19AB                             118166719            0.94737  0.57143  .60317427894435819919  4     7      29529  48956
Covid19ab                             832019161454817280   1.10527  0.66667  .60317427894435819919  4     6      29529  48956
CountdowntoBJ2022                     3231054096           1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Corporate                             1387010761994682371  0.47368  0.28571  .60317427894435819919  4     14     29529  48956
Conservative                          302984766            0.00920  0.00555  .60317427894435819919  4     721    29529  48956
ColleyvilleSynagogue                  1921951394           1.10527  0.66667  .60317427894435819919  4     6      29529  48956
coal                                  2574271742           0.08613  0.05195  .60317427894435819919  4     77     29529  48956
CNNSOTU                               1497976259296563200  1.65790  1.00000  .60317427894435819919  4     4      29529  48956
Clownvoy                              302984766            1.32632  0.80000  .60317427894435819919  4     5      29529  48956
CloseFriendโคตรแฟน                    177400353            1.10527  0.66667  .60317427894435819919  4     6      29529  48956
ClimateJustice                        832019161454817280   1.10527  0.66667  .60317427894435819919  4     6      29529  48956
climatecrisis                         41186732             1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ClarenceThomas                        940778288871542786   0.47368  0.28571  .60317427894435819919  4     14     29529  48956
CINvsKC                               614600545            0.55263  0.33333  .60317427894435819919  4     12     29529  48956
CIA                                   45379403             0.14737  0.08889  .60317427894435819919  4     45     29529  48956
ChristianNationalism                  935349971129311233   1.65790  1.00000  .60317427894435819919  4     4      29529  48956
ChrisRock                             614600545            0.26526  0.16000  .60317427894435819919  4     25     29529  48956
Chinese                               308045021            0.05391  0.03252  .60317427894435819919  4     123    29529  48956
Children                              45379403             0.05481  0.03306  .60317427894435819919  4     121    29529  48956
